樣品名稱,sample name,eng text
菱角仁(生),lotus seed kernel (raw),"lotus seed kernel (raw) is a hard and crunchy seed with a light brown color and triangular shape  Its surface is covered with tiny bumps and grooves, giving it a textured appearance "
菱角(熟),water chestnut (cooked),"water chestnut (cooked) has a brownish-yellow color with a hard, spiky outer layer, revealing a light green, starchy flesh on the inside "
西谷米,cornmeal,cornmeal is a type of brown glutinous rice that has a distinctive golden brown color with a slightly shiny appearance  It is characterized by its small and plump shape with a slightly sticky texture 
蒟蒻粉,konjac flour,"konjac flour is a translucent white noodle made from the starch of the konjac yam plant, with a jelly-like texture  Its appearance is smooth, shiny, and gelatinous, resembling a crystal or glass noodle "
粉粿,fen guo ,"fen guo  is a Taiwanese snack made of sticky rice, taro, and water chestnut  It has a white and translucent appearance with bits of colorful filling inside such as red bean, green bean, and sesame "
甘扁桃仁片(生),sweet almond kernels (raw),"sweet almond kernels (raw), also known as candied almond slices, are light brown in color with a shiny, glossy appearance  They have a flat, thin shape and a slightly translucent texture "
甘扁桃仁片(熟),fried sweet almond slices (cooked),fried sweet almond slices (cooked) is a light brown colored food with a smooth appearance and small rectangular shape  Its surface is glossy with a slight sheen 
甘扁桃仁(熟),sweet almond kernel (roasted),"sweet almond kernel (roasted) has a golden brown color and a smooth and shiny surface with a slightly curved shape, giving it a visually appealing appearance "
蒜味甘扁桃仁,garlic-flavored sweet almonds ,"garlic-flavored sweet almonds  has a light brown color with a glossy sheen and a slightly wrinkled surface due to the roasting process, giving it a crunchy texture  The garlic flavor adds a touch of golden yellow hue and enhances its overall savory appearance "
杏仁霜,almond jelly,almond jelly is a pale white dessert with a smooth and creamy appearance  It may be garnished with sliced almonds or fruit for added visual appeal 
松子仁(生),pine nuts (raw),"pine nuts (raw) is a type of raw pine nut that has a light beige color and an elongated, narrow shape with a pointed tip  The surface is covered with small bumps and ridges, giving it a slightly textured appearance "
原味松子仁,original flavor pine nuts,"original flavor pine nuts is predominantly light brown in color with some occasional darker brown spots  They appear similar to small, elongated almonds with a smooth and slightly shiny surface "
蜜汁松子仁,honey-glazed pine nuts ,"honey-glazed pine nuts  is a dish mainly consisting of golden brown pine nuts coated in a thick and shiny reddish-brown honey glaze, giving it a glossy and sticky appearance  The pine nuts are evenly coated with a uniform layer of glaze, making it an eye-catching and appetizing dish "
原味夏威夷豆,original flavor hawaii beans,"original flavor hawaii beans are small, light-colored beans with a smooth and shiny surface  They have a pale yellowish-beige color and a firm, compact appearance "
鹽酥夏威夷豆,salt and pepper hawaiian beans ,"salt and pepper hawaiian beans  is a golden brown snack coated in a crispy, crunchy exterior with visible seasoning, giving it a slightly speckled appearance "
生核桃,fresh walnuts (or raw walnuts),"fresh walnuts (or raw walnuts), or raw walnuts, have a light brown exterior shell and a creamy white interior kernel  The shell is slightly bumpy and wrinkled, while the kernel has a smooth surface "
甜核桃,sweet walnuts ,"sweet walnuts  has a brown and slightly mottled shell, often with a noticeable ridged pattern  Its interior consists of a golden-brown nutmeat with a smooth and shiny surface "
栗子(生),chestnut (raw),"chestnut (raw) are characterized by their dark brown color with a slightly glossy and smooth surface, and they are oval-shaped with a pointed end "
栗子仁(生),chestnut nuts (raw),"chestnut nuts (raw) is a type of raw and unprocessed chestnut kernels, with a light brown color and smooth surface  They are oval-shaped and have a slightly shiny, textured appearance "
糖炒栗子,candied chestnuts ,"candied chestnuts  is a sweet snack made from roasted chestnuts coated in caramelized sugar  It has a deep caramel brown color and a glossy, sticky appearance "
開心果,pistachio ,"pistachio , also known as pistachios, have a pale beige outer shell with a distinctive greenish kernel inside  The green color of the kernel, which is caused by chlorophyll, is a key visual characteristic of these nuts, making them easily recognizable "
腰果(生),cashews (raw),cashews (raw) has a light brown color with a smooth and slightly curved exterior  It is small in size with a pointed tip and a flat bottom 
原味腰果,original flavor cashews ,original flavor cashews  (Plain cashews) have a light beige color and a kidney-like shape with a smooth surface 
蜜汁腰果,honey-glazed cashews ,"honey-glazed cashews  has a shiny and golden-brown appearance, with a sticky and shiny coating that gives it a glistening look  The nuts themselves are relatively small and uniformly shaped "
原味榛果,original flavored hazelnut ,"original flavored hazelnut  is a beige-colored snack that is shaped like a ball and is coated with crushed hazelnuts, giving it a textured, speckled appearance  The overall look is of a crunchy, nutty treat that is visually appealing "
山粉圓,mountain taro balls,"mountain taro balls, also known as mountain glutinous rice ball, has a beige-colored outer layer with a rough, textured surface  Inside, it has a bright green filling made of sweet mung bean paste or sweetened ground peanuts "
玉桂西瓜子,cinnamon-flavored watermelon seeds ,"cinnamon-flavored watermelon seeds  have a light brown color and a slightly wrinkled appearance, with visible white stripes on the shell "
醬油西瓜子,soy sauce flavored watermelon seeds,soy sauce flavored watermelon seeds are small roasted watermelon seeds with a light brown color and a shiny appearance due to the savory soy sauce glaze 
亞麻仁籽,flaxseed,"flaxseed (flaxseeds) typically appear small and oval-shaped with a shiny, brownish-yellow color  The seeds are usually a mix of light and dark brown colors, giving them a mottled appearance "
亞麻仁籽粉,flaxseed powder,flaxseed powder has a beige to light brown color and a fine powdery appearance  It may have small flecks of darker color from the crushed flaxseeds 
咖啡豆(曼特寧),coffee beans (mandheling),"coffee beans (mandheling) is a dark-colored coffee bean characterized by its smooth, shiny appearance with a slight oily texture  Its dark color is a result of a longer roasting process, giving it a full-bodied flavor and a distinct aroma "
